DATE,STATE,COUNTY,LATITUDE,LONGITUDE,SPECIES,IDNUMBER,SEX,RELATIVEAGE
9/9/2018,VT,FRANKLIN,44.96635,-73.19984,RACCOONS,MAT18299,MALE,ADULT
10/5/2018,VT,GRAND ISLE,44.708376,-73.3004037,RACCOONS,MLM18055,MALE,ADULT
9/12/2018,VT,FRANKLIN,44.96635,-73.19984,RACCOONS,MGB18016,MALE,ADULT
8/3/2018,VT,ESSEX,44.61529,-71.559613,RACCOONS,18246VT,FEMALE,ADULT
10/2/2018,VT,RUTLAND,43.52786,-72.95352,RACCOONS,MGB18024,MALE,ADULT
7/16/2018,VT,GRAND ISLE,44.911228,-73.27992,RACCOONS,MLM18011,FEMALE,ADULT
6/26/2018,VT,FRANKLIN,44.86264,-72.8532,RACCOONS,MAT18217,MALE,ADULT
10/14/2018,VT,CHITTENDEN,44.513084,-73.156181,RACCOONS,18008VT,MALE,ADULT
8/1/2018,VT,FRANKLIN,44.77665,-73.20226,RACCOONS,RAA18012,FEMALE,ADULT
12/3/2018,VT,LAMOILLE,44.45853,-72.69067,RACCOONS,MGB18077,FEMALE,ADULT
8/16/2018,VT,GRAND ISLE,44.92074,-73.23973,RACCOONS,KCS18025,MALE,ADULT
8/8/2018,VT,CHITTENDEN,44.61348,-73.24268,RACCOONS,MAT18262,FEMALE,ADULT
9/29/2018,VT,ORLEANS,44.85029,-72.02562,RACCOONS,MAT18294,NOT RECORDED,ADULT
8/27/2018,VT,WASHINGTON,44.18323,-72.51713,RACCOONS,KCS18039,MALE,ADULT
9/2/2018,VT,WASHINGTON,44.18332,-72.51713,RACCOONS,MGB18011,MALE,ADULT
8/14/2018,VT,CHITTENDEN,44.4848,-73.22349,RACCOONS,16615VT,FEMALE,ADULT
9/18/2018,VT,FRANKLIN,44.966619,-73.15284,RACCOONS,MLM18042,MALE,ADULT
9/20/2018,VT,FRANKLIN,44.966619,-73.15284,RACCOONS,MLM18052,FEMALE,ADULT
10/15/2018,VT,CHITTENDEN,44.4943,-73.2291,RACCOONS,17603VT,MALE,ADULT
9/20/2018,VT,FRANKLIN,44.966619,-73.15284,RACCOONS,MLM18049,FEMALE,ADULT
7/20/2018,VT,CHITTENDEN,44.43501,-73.19234,RACCOONS,17809VT,MALE,ADULT
8/2/2018,VT,ESSEX,44.616866,-71.55989,RACCOONS,18234VT,MALE,ADULT
8/16/2018,VT,GRAND ISLE,44.92074,-73.23973,RACCOONS,KCS18024,MALE,ADULT
9/4/2018,VT,LAMOILLE,44.527739,-72.518795,RACCOONS,SJL18023,MALE,ADULT
8/3/2018,VT,ESSEX,44.930154,-71.523867,RACCOONS,18251VT,FEMALE,ADULT
8/27/2018,VT,LAMOILLE,44.53643,-72.563813,RACCOONS,MGB18006,MALE,ADULT
9/18/2018,VT,FRANKLIN,44.966619,-73.15284,RACCOONS,MLM18044,MALE,ADULT
8/1/2018,VT,GRAND ISLE,44.68895,-73.29312,RACCOONS,RAA18011,FEMALE,ADULT
8/2/2018,VT,ESSEX,44.564023,-71.595245,RACCOONS,18233VT,MALE,ADULT
8/2/2018,VT,ESSEX,44.644935,-71.568964,RACCOONS,18236VT,MALE,ADULT
8/5/2018,VT,WASHINGTON,44.18323,-72.51712,RACCOONS,MAT18261,FEMALE,ADULT
8/2/2018,VT,ESSEX,44.797371,-71.575735,RACCOONS,18241VT,MALE,ADULT
9/19/2018,VT,GRAND ISLE,44.930477,-73.291904,RACCOONS,MLM18045,FEMALE,ADULT
9/16/2018,VT,WASHINGTON,44.18331,-72.515711,RACCOONS,MGB18018,FEMALE,ADULT
8/30/2018,VT,LAMOILLE,44.548874,-72.512006,RACCOONS,SJL18022,MALE,ADULT
8/20/2018,VT,WASHINGTON,44.18326,-72.51711,RACCOONS,KCS18050,FEMALE,ADULT
8/2/2018,VT,ESSEX,44.564023,-71.595245,RACCOONS,18245VT,MALE,ADULT
9/8/2018,VT,FRANKLIN,44.96635,-73.19987,RACCOONS,MGB18030,FEMALE,JUVENILE (YOY)
10/14/2018,VT,CHITTENDEN,44.50092,-73.20928,RACCOONS,18332VT,NOT RECORDED,ADULT
11/1/2018,VT,CALEDONIA,44.51212,-72.02594,RACCOONS,MGB18048,FEMALE,JUVENILE (YOY)
9/10/2018,VT,FRANKLIN,44.96638,-73.19986,RACCOONS,MGB18043,FEMALE,ADULT
9/15/2018,VT,FRANKLIN,44.966619,-73.15284,RACCOONS,MLM18038,MALE,ADULT
9/20/2018,VT,FRANKLIN,44.966619,-73.15284,RACCOONS,MLM18050,MALE,ADULT
8/3/2018,VT,GRAND ISLE,44.68895,-73.29312,RACCOONS,KCS18043,FEMALE,ADULT
9/13/2018,VT,FRANKLIN,44.966619,-73.15284,RACCOONS,MLM18041,MALE,ADULT
9/10/2018,VT,FRANKLIN,44.973713,-73.208889,RACCOONS,MLM18036,MALE,ADULT
11/8/2018,VT,ESSEX,44.65012,-71.85004,RACCOONS,MGB18079,MALE,ADULT
10/14/2018,VT,CHITTENDEN,44.4943,-73.22961,RACCOONS,18398VT,FEMALE,ADULT
9/10/2018,VT,LAMOILLE,44.536423,-72.563822,RACCOONS,SJL18019,FEMALE,ADULT
11/8/2018,VT,ESSEX,44.65012,-71.85004,RACCOONS,MGB18080,FEMALE,ADULT
8/10/2018,VT,CHITTENDEN,44.477554,-73.20745,RACCOONS,18147VT,MALE,JUVENILE (YOY)
10/15/2018,VT,CHITTENDEN,44.46532,-73.21244,RACCOONS,18502VT,FEMALE,ADULT
6/4/2018,VT,CALEDONIA,44.30694,-72.14713,"SKUNKS, STRIPED",MAT18218,MALE,ADULT
10/15/2018,VT,ESSEX,44.64273,-71.8816,RACCOONS,KCS18053,MALE,JUVENILE (YOY)
9/16/2018,VT,WASHINGTON,44.18331,-72.51711,RACCOONS,MGB18017,FEMALE,ADULT
10/14/2018,VT,CHITTENDEN,44.49425,-73.22955,RACCOONS,18400VT,MALE,ADULT
10/15/2018,VT,CHITTENDEN,44.46895,-73.21781,RACCOONS,18503VT,MALE,ADULT
9/28/2018,VT,GRAND ISLE,44.920564,-73.239723,RACCOONS,MLM18053,MALE,ADULT
6/7/2018,VT,ESSEX,44.76008,-71.72594,RACCOONS,BJL18007,FEMALE,ADULT
9/17/2018,VT,ORLEANS,44.61102,-72.30457,RACCOONS,MGB18023,MALE,ADULT
6/6/2018,VT,ORLEANS,44.860182,-71.93817,RACCOONS,MAT18219,MALE,ADULT
9/18/2018,VT,FRANKLIN,44.966619,-73.15284,RACCOONS,MLM18043,MALE,ADULT
10/15/2018,VT,CHITTENDEN,44.47128,-73.20321,RACCOONS,17807VT,FEMALE,ADULT
10/14/2018,VT,CHITTENDEN,44.5048,-73.21454,RACCOONS,18396VT,MALE,ADULT
9/13/2018,VT,FRANKLIN,44.966619,-73.15284,RACCOONS,MLM18040,MALE,ADULT
8/2/2018,VT,ESSEX,44.766131,-71.610808,RACCOONS,18240VT,FEMALE,ADULT
9/28/2018,VT,GRAND ISLE,44.920564,-73.239723,RACCOONS,MLM18054,MALE,ADULT
10/15/2018,VT,CHITTENDEN,44.50731,-73.21962,RACCOONS,18507VT,FEMALE,ADULT
5/9/2018,VT,ESSEX,44.81527,-71.88111,RACCOONS,BJL18001,FEMALE,ADULT
11/6/2018,VT,GRAND ISLE,45.00453,-73.23807,RACCOONS,MGB18049,MALE,ADULT
10/9/2018,VT,CHITTENDEN,44.4962,-73.08618,RACCOONS,MAT18297,MALE,ADULT
8/7/2018,VT,WASHINGTON,44.18321,-72.51712,RACCOONS,KCS18029,MALE,ADULT
8/2/2018,VT,ESSEX,44.827708,-71.561879,RACCOONS,18242VT,MALE,ADULT
6/28/2018,WV,WETZEL,39.710051,-80.823356,RACCOONS,WV18110,FEMALE,ADULT
10/13/2018,WV,UPSHUR,38.91053,-80.3044,RACCOONS,8002WV,MALE,ADULT
12/17/2018,WV,GREENBRIER,37.907285,-80.610128,RACCOONS,WV18323,FEMALE,ADULT
12/13/2018,WV,HANCOCK,40.419956,-80.598466,RACCOONS,WV18199,FEMALE,ADULT
10/13/2018,WV,NICHOLAS,38.37263,-80.66302,RACCOONS,8041WV,FEMALE,ADULT
8/1/2018,WV,NICHOLAS,38.200293,-80.858343,RACCOONS,WV18960,FEMALE,ADULT
7/13/2018,WV,LEWIS,38.92422,-80.433379,RACCOONS,WV18659,MALE,ADULT
7/24/2018,WV,LEWIS,39.03176,-80.636296,RACCOONS,WV18629,MALE,ADULT
12/3/2018,WV,FAYETTE,38.079478,-81.111169,RACCOONS,WV18313,MALE,ADULT
12/27/2018,WV,WIRT,39.00887,-81.34032,RACCOONS,WV18781,FEMALE,ADULT
8/3/2018,WV,WETZEL,39.70849,-80.825203,RACCOONS,WV18134,FEMALE,ADULT
7/13/2018,WV,RALEIGH,37.806539,-81.144685,RACCOONS,WV18125,MALE,ADULT
9/11/2018,WV,SUMMERS,37.604808,-80.807071,RACCOONS,WV18974,MALE,ADULT
10/30/2018,WV,BROOKE,40.382851,-80.61216,RACCOONS,WV18908,FEMALE,ADULT
9/5/2018,WV,WIRT,39.148533,-81.362134,RACCOONS,WV18633,MALE,ADULT
12/13/2018,WV,MARSHALL,39.882965,-80.670074,RACCOONS,WV18192,FEMALE,ADULT
9/12/2018,WV,OHIO,40.069236,-80.694304,RACCOONS,WV18175,MALE,ADULT
8/3/2018,WV,WETZEL,39.70849,-80.825203,RACCOONS,WV18133,FEMALE,ADULT
7/12/2018,WV,MARSHALL,39.978256,-80.631753,RACCOONS,WV18117,FEMALE,ADULT
7/13/2018,WV,RALEIGH,37.748992,-81.12553,RACCOONS,WV18118,FEMALE,ADULT
10/14/2018,WV,HARRISON,39.16238,-80.27656,RACCOONS,7250WV,MALE,ADULT
10/17/2018,WV,HARRISON,39.14455,-80.27817,RACCOONS,8086WV,MALE,ADULT
9/12/2018,WV,MARSHALL,39.909729,-80.700999,RACCOONS,WV18187,FEMALE,ADULT
10/4/2018,WV,MONONGALIA,39.64697,-79.923716,RACCOONS,WV18497,MALE,ADULT
10/17/2018,WV,HARRISON,39.16,-80.27747,RACCOONS,8088WV,MALE,ADULT
12/13/2018,WV,HANCOCK,40.419956,-80.598466,RACCOONS,WV18204,FEMALE,ADULT
7/30/2018,WV,SUMMERS,37.803771,-80.82568,RACCOONS,WV18954,MALE,ADULT
10/14/2018,WV,UPSHUR,38.85328,-80.311847,RACCOONS,8003WV,MALE,ADULT
10/14/2018,WV,HARRISON,39.16056,-80.27586,RACCOONS,8080WV,MALE,ADULT
12/13/2018,WV,HANCOCK,40.419956,-80.598466,RACCOONS,WV18197,MALE,ADULT
8/21/2018,WV,MONONGALIA,39.637618,-79.934449,RACCOONS,WV18159,FEMALE,ADULT
6/28/2018,WV,MARION,39.471967,-80.219316,RACCOONS,WV18109,FEMALE,ADULT
10/13/2018,WV,NICHOLAS,38.23949,-80.76434,RACCOONS,8045WV,MALE,ADULT
11/13/2018,WV,HANCOCK,40.449332,-80.567344,RACCOONS,WV18913,FEMALE,ADULT
7/25/2018,WV,RALEIGH,37.760899,-81.130722,RACCOONS,WV18950,MALE,ADULT
9/5/2018,WV,GREENBRIER,37.991717,-80.363533,RACCOONS,WV18968,MALE,ADULT
10/16/2018,WV,HARRISON,39.14782,-80.27493,RACCOONS,8083WV,FEMALE,ADULT
8/24/2018,WV,UPSHUR,38.814218,-80.222051,RACCOONS,WV18165,MALE,ADULT
10/17/2018,WV,HARRISON,39.16597,-80.28438,RACCOONS,8087WV,MALE,ADULT
7/13/2018,WV,RALEIGH,37.806543,-81.144632,RACCOONS,WV18128,FEMALE,ADULT
10/24/2018,WV,PLEASANTS,39.38464,-81.25312,RACCOONS,WV18777,MALE,ADULT
10/15/2018,WV,HARRISON,39.15659,-80.33884,RACCOONS,8081WV,FEMALE,ADULT
10/13/2018,WV,WEBSTER,38.66992,-80.34464,RACCOONS,8162WV,MALE,ADULT
8/24/2018,WV,KANAWHA,38.326476,-81.583784,RACCOONS,WV18164,MALE,ADULT
7/26/2018,WV,MARION,39.475413,-80.155562,RACCOONS,WV18481,FEMALE,ADULT
7/31/2018,WV,GREENBRIER,37.819616,-80.561663,RACCOONS,WV18957,FEMALE,ADULT
8/24/2018,WV,RANDOLPH,38.813728,-79.874527,RACCOONS,WV18161,FEMALE,ADULT
7/26/2018,WV,MONONGALIA,39.62524,-79.970551,RACCOONS,WV18472,MALE,ADULT
7/16/2018,WV,MONONGALIA,39.62524,-79.970551,RACCOONS,WV18462,MALE,ADULT
7/16/2018,WV,MONONGALIA,39.551081,-79.939752,RACCOONS,WV18465,MALE,ADULT
9/18/2018,WV,WEBSTER,38.478426,-80.41450896,RACCOONS,WV18978,NOT RECORDED,JUVENILE (YOY)
8/24/2018,WV,RANDOLPH,39.012602,-79.814155,RACCOONS,WV18163,FEMALE,ADULT
8/24/2018,WV,UPSHUR,38.825987,-80.230206,RACCOONS,WV18166,FEMALE,ADULT
7/2/2018,WV,LEWIS,39.043546,-80.616865,RACCOONS,WV18107,FEMALE,ADULT
10/14/2018,WV,NICHOLAS,38.37329,-80.66359,RACCOONS,8046WV,FEMALE,ADULT
9/28/2018,WV,JACKSON,38.89097,-81.68315,RACCOONS,WV18774,MALE,ADULT
10/5/2018,WV,WOOD,39.2695,-81.65385,RACCOONS,WV18775,MALE,ADULT
12/28/2018,WV,MONONGALIA,39.54568,-79.9535,RACCOONS,WV18551,MALE,ADULT
11/2/2018,WV,GREENBRIER,37.7729,-80.4699,RACCOONS,WV18997,FEMALE,ADULT
8/3/2018,WV,BROOKE,40.361632,-80.598688,RACCOONS,WV18146,FEMALE,ADULT
12/13/2018,WV,OHIO,40.082315,-80.682845,RACCOONS,WV18196,FEMALE,ADULT
8/3/2018,WV,BROOKE,40.361632,-80.598688,RACCOONS,WV18148,MALE,ADULT
7/2/2018,WV,UPSHUR,38.981972,-80.161284,RACCOONS,WV18106,MALE,ADULT
10/13/2018,WV,WEBSTER,38.66968,-80.36205,RACCOONS,8160WV,MALE,JUVENILE (YOY)
9/12/2018,WV,OHIO,40.059141,-80.684693,RACCOONS,WV18173,FEMALE,ADULT
10/11/2018,WV,GREENBRIER,37.81142,-80.4613,RACCOONS,WV18993,MALE,ADULT
10/31/2018,WV,WOOD,39.26825,-81.66172,RACCOONS,WV18778,FEMALE,ADULT
10/13/2018,WV,UPSHUR,38.85432,-80.31595,RACCOONS,8000WV,MALE,ADULT
12/13/2018,WV,OHIO,40.059688,-80.688088,RACCOONS,WV18194,MALE,ADULT
7/20/2018,WV,BERKELEY,39.5287,-77.9801,RACCOONS,18WV000,MALE,ADULT
8/21/2018,WV,BARBOUR,38.993644,-79.936418,RACCOONS,WV18156,MALE,ADULT
6/28/2018,WV,OHIO,40.032877,-80.663794,RACCOONS,WV18114,FEMALE,ADULT
9/4/2018,WV,MONONGALIA,39.638885,-79.875749,RACCOONS,WV18487,FEMALE,ADULT
7/30/2018,WV,MONROE,37.691568,-80.655185,RACCOONS,WV18955,MALE,ADULT
8/3/2018,WV,MARSHALL,39.747021,-80.85094,RACCOONS,WV18135,MALE,ADULT
10/4/2018,WV,UPSHUR,39.002433,-80.228624,RACCOONS,WV18907,MALE,ADULT
10/16/2018,WV,HARRISON,39.15659,-80.33884,RACCOONS,8085WV,MALE,ADULT
8/1/2018,WV,GREENBRIER,37.83388,-80.556109,RACCOONS,6606WV,FEMALE,ADULT
8/24/2018,WV,UPSHUR,38.814218,-80.222051,RACCOONS,WV18167,FEMALE,ADULT
7/13/2018,WV,PLEASANTS,39.38433,-81.21542,RACCOONS,WV18768,FEMALE,ADULT
8/30/2018,WV,FAYETTE,37.93722,-81.15215,RACCOONS,WV18966,MALE,ADULT
7/18/2018,WV,GREENBRIER,37.785998,-80.561153,RACCOONS,WV18130,MALE,ADULT
7/17/2018,WV,BRAXTON,38.842606,-80.614419,"SKUNKS, STRIPED",WV18660,MALE,ADULT
7/31/2018,WV,MONROE,37.658483,-80.523655,RACCOONS,WV18958,MALE,ADULT
10/14/2018,WV,DODDRIDGE,39.30375,-80.63203,RACCOONS,8204WV,MALE,ADULT
12/13/2018,WV,HANCOCK,40.419956,-80.598466,RACCOONS,WV18198,MALE,ADULT
10/30/2018,WV,HANCOCK,40.487218,-80.583756,RACCOONS,WV18909,FEMALE,ADULT
12/13/2018,WV,OHIO,40.059688,-80.688088,RACCOONS,WV18195,MALE,ADULT
12/13/2018,WV,HANCOCK,40.419956,-80.598466,RACCOONS,WV18200,FEMALE,ADULT
10/12/2018,WV,UPSHUR,38.917149,-80.331047,RACCOONS,WV18680,MALE,ADULT
9/12/2018,WV,MARSHALL,40.015725,-80.558911,RACCOONS,WV18186,MALE,ADULT
8/31/2018,WV,WIRT,39.035814,-81.181679,RACCOONS,WV18632,MALE,ADULT
9/20/2018,WV,RANDOLPH,38.638305,-80.010652,RACCOONS,WV18188,MALE,ADULT
9/12/2018,WV,MARSHALL,39.950349,-80.749636,RACCOONS,WV18184,MALE,ADULT
12/13/2018,WV,MARSHALL,39.923421,-80.726571,RACCOONS,WV18193,MALE,ADULT
10/13/2018,WV,DODDRIDGE,39.31296,-80.59695,RACCOONS,8202WV,FEMALE,ADULT
7/31/2018,WV,WIRT,39.03973,-81.4188,RACCOONS,WV18772,FEMALE,ADULT
10/13/2018,WV,NICHOLAS,38.37404,-80.6638,RACCOONS,8040WV,MALE,ADULT
7/24/2018,WV,LEWIS,38.9626,-80.42077,RACCOONS,WV18662,MALE,ADULT
7/13/2018,WV,RALEIGH,37.809505,-81.14722,RACCOONS,WV18120,MALE,ADULT
10/13/2018,WV,NICHOLAS,38.37103,-80.6665,RACCOONS,8042WV,FEMALE,ADULT
7/13/2018,WV,RALEIGH,37.8127,-81.1909,RACCOONS,WV18119,MALE,ADULT
7/13/2018,WV,RALEIGH,37.835602,-81.20131,RACCOONS,WV18126,FEMALE,ADULT
7/13/2018,WV,RALEIGH,37.832939,-81.205335,RACCOONS,WV18124,MALE,ADULT
12/13/2018,WV,HANCOCK,40.419956,-80.598466,RACCOONS,WV18202,FEMALE,ADULT
11/14/2018,WV,MARION,39.48278,-80.15223,RACCOONS,WV18516,MALE,ADULT
10/30/2018,WV,HANCOCK,40.488265,-80.581462,RACCOONS,WV18910,MALE,ADULT
10/4/2018,WV,MONONGALIA,39.619283,-79.941466,RACCOONS,WV18500,FEMALE,ADULT
12/7/2018,WV,MERCER,37.485161,-80.996716,RACCOONS,WV18315,MALE,ADULT
10/13/2018,WV,DODDRIDGE,39.3141,-80.60007,RACCOONS,7015WV,FEMALE,ADULT
8/24/2018,WV,RANDOLPH,39.012602,-79.814155,RACCOONS,WV18160,MALE,ADULT
10/14/2018,WV,DODDRIDGE,39.32488,-80.60977,RACCOONS,8206WV,MALE,ADULT
12/13/2018,WV,MARSHALL,39.951914,-80.655761,RACCOONS,WV18191,FEMALE,ADULT
9/4/2018,WV,MONONGALIA,39.551081,-79.939752,RACCOONS,WV18490,FEMALE,ADULT
10/14/2018,WV,DODDRIDGE,39.30518,-80.63038,RACCOONS,8205WV,FEMALE,JUVENILE (YOY)
10/2/2018,WV,GREENBRIER,37.687384,-80.453006,RACCOONS,WV18984,NOT RECORDED,ADULT
8/21/2018,WV,HANCOCK,40.428538,-80.538263,RACCOONS,WV18157,FEMALE,ADULT
8/3/2018,WV,MARSHALL,39.747021,-80.85094,RACCOONS,WV18136,FEMALE,ADULT
10/19/2018,WV,WEBSTER,38.65772,-80.37656,RACCOONS,8165WV,FEMALE,ADULT
10/13/2018,WV,UPSHUR,38.855,-80.30618,RACCOONS,8001WV,FEMALE,ADULT
10/13/2018,WV,NICHOLAS,38.37413,-80.66917,RACCOONS,8043WV,FEMALE,ADULT
10/16/2018,WV,HARRISON,39.14511,-80.27573,RACCOONS,8082WV,MALE,ADULT
10/2/2018,WV,MONROE,37.657894,-80.535729,RACCOONS,WV18985,MALE,ADULT
10/14/2018,WV,WEBSTER,38.66802,-80.35241,RACCOONS,8163WV,FEMALE,ADULT
10/13/2018,WV,DODDRIDGE,39.31545,-80.61073,RACCOONS,7008WV,FEMALE,ADULT
12/11/2018,WV,PRESTON,39.450064,-79.68124,RACCOONS,WV18189,FEMALE,ADULT
10/2/2018,WV,GREENBRIER,37.687384,-80.453006,RACCOONS,WV18983,MALE,ADULT
11/14/2018,WV,MARION,39.47212,-80.18428,RACCOONS,WV18538,MALE,ADULT
9/12/2018,WV,OHIO,40.059141,-80.684693,RACCOONS,WV18171,FEMALE,ADULT
6/28/2018,WV,OHIO,40.081377,-80.689552,RACCOONS,WV18115,MALE,ADULT
7/18/2018,WV,GREENBRIER,37.743631,-80.408144,RACCOONS,WV18131,MALE,ADULT
7/13/2018,WV,WYOMING,37.594989,-81.636037,RACCOONS,WV18123,MALE,ADULT
10/13/2018,WV,DODDRIDGE,39.31189,-80.61735,RACCOONS,8201WV,FEMALE,ADULT
9/14/2018,WV,RALEIGH,37.776891,-81.19916,RACCOONS,WV18976,MALE,ADULT
10/31/2018,WV,WOOD,39.26825,-81.66172,RACCOONS,WV18779,MALE,ADULT
8/3/2018,WV,WETZEL,39.70849,-80.825203,RACCOONS,WV18132,FEMALE,ADULT
7/27/2018,WV,GREENBRIER,37.902,-80.3979,RACCOONS,WV18953,FEMALE,ADULT
6/28/2018,WV,WETZEL,39.710051,-80.823356,RACCOONS,WV18112,FEMALE,ADULT
7/25/2018,WV,FAYETTE,37.971905,-81.16683206,RACCOONS,WV18951,MALE,ADULT
10/13/2018,WV,DODDRIDGE,39.30945,-80.61445,RACCOONS,7010WV,MALE,ADULT
8/1/2018,WV,WOOD,39.247774,-81.519787,RACCOONS,WV18630,MALE,ADULT
10/15/2018,WV,WEBSTER,38.67495,-80.32597,RACCOONS,8164WV,FEMALE,ADULT
10/13/2018,WV,DODDRIDGE,39.32356,-80.60724,RACCOONS,7017WV,FEMALE,ADULT
7/13/2018,WV,GREENBRIER,37.80834,-80.301998,RACCOONS,WV18122,MALE,ADULT
6/28/2018,WV,WETZEL,39.710051,-80.823356,RACCOONS,WV18111,FEMALE,ADULT
12/13/2018,WV,MARSHALL,39.960795,-80.642216,RACCOONS,WV18190,FEMALE,ADULT
7/12/2018,WV,BARBOUR,38.97177,-79.95734,RACCOONS,WV18116,MALE,ADULT
9/25/2018,WV,LEWIS,39.032026,-80.643324,RACCOONS,WV18634,MALE,ADULT
12/13/2018,WV,HANCOCK,40.419956,-80.598466,RACCOONS,WV18201,FEMALE,ADULT
6/29/2018,WV,NICHOLAS,38.302855,-80.819891,RACCOONS,WV18035,MALE,ADULT
9/10/2018,WV,SUMMERS,37.57877,-80.758307,RACCOONS,WV18972,MALE,ADULT
7/30/2018,WV,FAYETTE,37.887581,-81.18942,RACCOONS,WV18956,MALE,ADULT
7/31/2018,WV,RALEIGH,37.855927,-81.1950416,RACCOONS,WV18959,FEMALE,ADULT
9/5/2018,WV,GREENBRIER,37.991717,-80.363533,RACCOONS,WV18967,MALE,ADULT
6/28/2018,WV,OHIO,40.032877,-80.663794,RACCOONS,WV18113,MALE,ADULT
12/13/2018,WV,HANCOCK,40.419956,-80.598466,RACCOONS,WV18203,FEMALE,ADULT
8/1/2018,WV,PENDLETON,38.70767,-79.46621,RACCOONS,18WV200,FEMALE,ADULT
10/13/2018,WV,DODDRIDGE,39.31624,-80.60011,RACCOONS,8203WV,FEMALE,ADULT
10/13/2018,WV,NICHOLAS,38.37394,-80.67001,RACCOONS,8044WV,FEMALE,JUVENILE (YOY)
7/13/2018,WV,SUMMERS,37.65157,-80.952818,RACCOONS,WV18129,FEMALE,ADULT
10/13/2018,WV,WEBSTER,38.66933,-80.34644,RACCOONS,8161WV,MALE,ADULT
8/1/2018,WV,WOOD,39.210249,-81.491023,RACCOONS,WV18631,MALE,ADULT
6/29/2018,WV,NICHOLAS,38.335776,-80.683576,RACCOONS,WV18034,MALE,ADULT
8/3/2018,WV,BROOKE,40.361632,-80.598688,RACCOONS,WV18147,MALE,ADULT
10/16/2018,WV,HARRISON,39.1639,-80.28531,RACCOONS,8084WV,MALE,ADULT
7/26/2018,WV,MONONGALIA,39.534122,-79.999913,RACCOONS,WV18477,MALE,ADULT
7/22/2019,AL,JACKSON,34.78001,-85.72069,RACCOONS,BL1902,MALE,ADULT
7/16/2019,AL,JACKSON,34.70395,-86.02544,RACCOONS,BL1903,FEMALE,ADULT
7/22/2019,AL,DE KALB,34.60441,-85.66431,RACCOONS,BL1904,MALE,ADULT
7/26/2019,AL,MADISON,34.858102,-86.765882,RACCOONS,JR19100,MALE,ADULT
7/29/2019,AL,CULLMAN,34.166235,-86.607656,RACCOONS,JR19101,FEMALE,ADULT
8/1/2019,AL,JEFFERSON,33.605868,-86.6153,RACCOONS,JR19105,FEMALE,ADULT
8/1/2019,AL,JEFFERSON,33.605868,-86.6153,RACCOONS,JR19106,FEMALE,ADULT
8/1/2019,AL,CULLMAN,34.166235,-86.607656,RACCOONS,JR19107,MALE,ADULT
8/1/2019,AL,CULLMAN,34.166235,-86.607656,RACCOONS,JR19108,FEMALE,ADULT
7/31/2019,AL,MADISON,34.754622,-86.56574,RACCOONS,JR19111,MALE,ADULT
10/8/2019,AL,BLOUNT,34.031,-86.6717,RACCOONS,JR19141,MALE,JUVENILE (YOY)
2/21/2019,AL,LEE,32.650596,-85.483237,RACCOONS,JR1917,FEMALE,ADULT
3/1/2019,AL,MARSHALL,34.419276,-86.556519,RACCOONS,JR1919,MALE,ADULT
3/13/2019,AL,MARSHALL,34.396804,-86.237243,RACCOONS,JR1920,MALE,ADULT
3/15/2019,AL,MARSHALL,34.426777,-86.390991,RACCOONS,JR1921,MALE,ADULT
4/8/2019,AL,COLBERT,34.703602,-87.661374,RACCOONS,JR1922,MALE,ADULT
2/26/2019,AL,COLBERT,34.744811,-87.667529,RACCOONS,JR1923,FEMALE,ADULT
3/27/2019,AL,COLBERT,34.757958,-87.640889,RACCOONS,JR1924,MALE,ADULT
2/27/2019,AL,COLBERT,34.76225,-87.675296,RACCOONS,JR1925,FEMALE,ADULT
2/28/2019,AL,COLBERT,34.693554,-87.647768,RACCOONS,JR1926,FEMALE,ADULT
2/28/2019,AL,COLBERT,34.600789,-87.766126,RACCOONS,JR1927,MALE,ADULT
2/16/2019,AL,LAUDERDALE,34.813419,-87.658153,RACCOONS,JR1928,MALE,ADULT
2/16/2019,AL,LAUDERDALE,34.803644,-87.696727,RACCOONS,JR1929,MALE,ADULT
2/16/2019,AL,LAUDERDALE,34.842062,-87.532617,RACCOONS,JR1930,FEMALE,ADULT
3/11/2019,AL,LAUDERDALE,34.79981,-87.677251,RACCOONS,JR1931,FEMALE,ADULT
3/19/2019,AL,LAUDERDALE,34.851548,-87.65412,RACCOONS,JR1932,MALE,ADULT
4/2/2019,AL,LAUDERDALE,34.906607,-87.555012,RACCOONS,JR1933,FEMALE,ADULT
4/10/2019,AL,MADISON,34.846055,-86.415429,RACCOONS,JR1934,MALE,ADULT
3/22/2019,AL,ST CLAIR,33.54224,-86.199059,RACCOONS,JR1935,FEMALE,ADULT
2/17/2019,AL,CHEROKEE,34.285863,-85.687424,RACCOONS,JR1936,MALE,ADULT
4/9/2019,AL,MARSHALL,34.267949,-86.202706,RACCOONS,JR1937,MALE,ADULT
4/15/2019,AL,LIMESTONE,34.819861,-87.142466,RACCOONS,JR1938,FEMALE,ADULT
4/15/2019,AL,WALKER,33.859314,-87.171647,RACCOONS,JR1939,MALE,ADULT
4/16/2019,AL,WALKER,33.85433,-87.19005,RACCOONS,JR1940,MALE,ADULT
4/23/2019,AL,BLOUNT,33.932162,-86.475229,RACCOONS,JR1941,MALE,ADULT
5/3/2019,AL,MADISON,34.8122,-86.488065,RACCOONS,JR1942,MALE,ADULT
5/10/2019,AL,MARION,34.144751,-87.990233,RACCOONS,JR1943,FEMALE,ADULT
